SuccubusNo,SuccubusName,HeartLevel/Ending,Choice,ChoiceNext,DlgS,DlgJ,args
,,,,,,Does that mean... Carnal Essence can only be found in men?,
,,,,,Mmm... I don't think about it much...,,
,,,,,I do feel more energized when doing it with men...,,
,,,,,But that doesn't really matter!,,
,,,,,,I- I see...,
,,,,,Why? Do you wish to drown in ecstasy?,,
,,,,,,I'd rather keep my life...,
,,,,,,I still have things to do here.,
,,I-3,,,,,
,,,,,"Aah, the smell of a man...",,
,,,,,Come closer hun. Let's have a good time together...,,
,,,,,,"I, uh...",
,,,,,"Shy, aren't you?",,
,,,,,Just relax and leave it all to me.,,
,,,,,,Aaah! P- please don't touch me!,
,,,,,Pfft... Ahahahah!,,
,,,,,"The more you resist, the more I want you...",,
,,,,,,W- what in the world? Is this... hair? Tentacles??,
,,,,,Let these tentacles of mine bring you to Nirvana!,,
,,,1-3-A,I-2,I have a wife!,,
,,,,,,I... I can't do it! T have a wife!,
,,,,,Wife?,,
,,,,,Where is she though? I don't see her.,,
,,,,,Shall we have some fun while she's away?,,
,,,,,Doesn't that make you excited?,,
,,,,,,It's not like that!,
,,,,,,I'll only do it with Luna!,
,,,1-3-B,II-1,You scared me.,,
,,,,,,You scared me.,
,,,,,"Oh, my! Don't be scared, I won't bite...",,
,,,,,"Well, not much, anyway.",,
,,,,,,P- please don't...,
,,,,,Eeeehh?,,
,,,,,You're no fun.,,
,,II-1,,,,,
,,,,,Aaahh... Master Asmodeus...,,
,,,,,,Hello? Lyst?,
,,,,,,Earth to Lyst!,
,,,,,"Huh? Were you calling me, dear?",,
,,,,,,Are you daydreaming?,
,,,,,Mmm... I was thinking of Master Asmodeus' big... thorny...,,
,,,,,,"Whoa, whoa, stop right there-",
,,,,,But I was just getting to the good parrrrttt...,,
,,,2-1-A,III-1,Do you like him?,,
,,,,,,Seems like you really like him.,
,,,,,He gives an experience like no other...,,
,,,,,"So, who wouldn't?",,
,,,,,,You like him just for his...,
,,,,,Heehee. You just don't understand.,,
,,,,,You should try doing it with him!,,
,,,,,,Wh- what!?,
,,,,,"Aww, you're blushing. So cute.",,
,,,2-1-B,II-2,You're not afraid of him?,,
,,,,,,T- talking about your king like that...,
,,,,,,Are you not afraid of him?,
,,,,,Should I be?,,
,,,,,It's rare to See a strong demon show up in our realm.,,
,,,,,We approached him... and he ended up finishing all of us off!,,
,,,,,It was the best day ever.,,
,,II-2,,,,,
,,,,,Heehee.,,
,,,,,,You seem to be in a good mood.,
,,,,,,Do you enjoy being on Earth?,
,,,,,Yeeeesss.,,
,,,,,"I can do it every day here, thanks to you, but...",,
,,,,,,But...,
,,,,,"As expected, no one beats Master Asmodeus...",,
,,,,,,"What are you to him, exactly?",
,,,,,Oooh? We are... I don't know...,,
,,,,,We just like to swarm over our Xing.,,
,,,,,,"So, it's like... a harem?",
,,,,,A harem he's too busy for! He can't do it with us every day.,,
,,,2-2-A,III-1,You don't help him?,,
,,,,,,You're not helping him with... whatever he's doing?,
,,,,,He's so obsessed with being the strongest in the realm...,,
,,,,,But he was already the best in bed.,,
,,,,,Hehehe...,,
,,,2-2-B,III-3,Doing something more important.,,
,,,,,,"Of course... As a ruler, he must have something more important to do.",
,,,,,But what he's doing is booooring!,,
,,,,,,What is it that he's doing?,
,,,,,He wants to be the strongest being in the realm or something...,,
,,,,,"Whatever it is, it has nothing to do with us.",,
,,,,,,"You just want to have fun, don't you?",
,,II-3,,,,,
,,,,,,This is new...,
,,,,,What is iiiiit? New technique?,,
,,,,,,"Um, no. Lord Willard just told me that the next client... is a woman.",
,,,,,"Ohooo? Interesting, let me take that one.",,
,,,,,,You're okay with anyone?,
,,,,,"No biggie for me, hun, as long as I can have fun.",,
,,,,,"The more they want it, the more energy I can feel in them...",,
,,,2-3-A,II-5,That's worrisome.,,
,,,,,,I- I'm kind of worried about you.,
,,,,,Whyyyy?,,
,,,,,"I live for it, Jake... I consume their passion.",,
,,,,,That's why I prefer to play with the people in the slum.,,
,,,,,,What about the clients at the Hotel?,
,,,,,Most of them only want a quickie.,,
,,,,,They spend half their time whining about being bored with their wife or something.,,
,,,,,I can't really feel their passion.,,
,,,2-3-B,II-4,It feels kind of wrong.,,
,,,,,,That... feels kind of wrong.,
,,,,,What's wrong with that?,,
,,,,,,Doing it with anybody...,
,,,,,"That, coming from the mouth of our pimp?",,
,,,,,"You're quite the hypocrite, hun.",,
,,,,,,Ugh...,
,,II-4,,,,,
,,,,,Hey. Hey Jake.,,
,,,,,,Yes?,
,,,,,Have you seen a Taura succubus lately?,,
,,,,,,Hmm... What's with them?,
,,,,,"I'm sad, you see. No human can keep up with me.",,
,,,,,And you prohibit me from sucking the clients' Carnal Essence dry...,,
,,,,,,It's to avoid hurting the townsfolk.,
,,,,,"That's why I need a Taura. Bring one for me, mmkay?",,
,,,2-4-A,II-5,Doing it with another succubus?,,
,,,,,,If I summoned a Taura... you would want to do it with her?,
,,,,,Their kind is big and strong...,,
,,,,,"Aggressive, too!",,
,,,,,,A- are they even OK with the likes of you?,
,,,,,We succubi don't have any problems with our partners.,,
,,,,,"That being said, the last time I tried approaching a Taura...",,
,,,,,She grabbed my horns and screamed at me.,,
,,,,,Told me to get the hell out of her place.,,
,,,,,,Uh... Were you injured?,
,,,,,Aaaahhhh... I need someone to play rough with me like that again...,,
,,,,,,...,
,,,2-4-B,III-3,Isn't that weird?,,
,,,,,,Your behavior towards humans is already bizarre enough for me...,
,,,,,,Now you're telling me you want to do it with other succubi?,
,,,,,You wanna see us in action?,,
,,,,,"Heehee. Jake, you perv.",,
,,,,,,That's not it!,
,,,,,"Aww, we've already known each other for so long. No need to be shy.",,
,,,,,,(It... hasn't been that long...),
,,II-5,,,,,
,,,,,Hmmmph... This is irritating.,,
,,,,,,What happened?,
,,,,,My favorite customer from the Brothel never came back.,,
,,,,,Turns out she just got married.,,
,,,,,,Oh. That's probably a good thing for her...,
,,,,,That's dumb! What's so good about being bonded with one person!?,,
,,,,,"I don't think her partner could possibly be as skillful as me, either.",,
,,,2-5-A,III-1,It's not just about that!,,
,,,,,,Marriage is not just about doing it.,
,,,,,,"To be bonded to someone, to be able to be part of one another for the rest of your lives...",
,,,,,,It makes us feel whole.,
,,,,,Trust...,,
,,,,,Does that make things more interesting in bed?,,
,,,,,,I... just said that it's not always about that.,
,,,2-5-B,III-3,That's their choice.,,
,,,,,,"Well, your customer chose to get married...",
,,,,,,It means she's taking her relationship as seriously as she can.,
,,,,,Does that even matter?!,,
,,,,,,"For us, yes.",
,,,,,,Marriage shows that we're ready to be committed.,
,,,,,,To trust and support one another for life...,
,,,,,"Hmph. Well, I can't imagine being stuck with one person for the rest of my life.",,
,,III-1,,,,,
,,,,,,Any problems with the clients?,
,,,,,"Hmmm? You're worried about me, Jake?",,
,,,,,,If anything... I'm more worried about the clients.,
,,,,,"Ehehehe... Don't worry, I did exactly as you say.",,
,,,,,I did not kill anyone. We all had fun.,,
,,,,,,That's a relief.,
,,,,,,...,
,,,,,Why are you staring at me so intensely? You finally wanna do it with meeee?,,
,,,,,,N- no... I was thinking... is it right to view sex as pure entertainment?,
,,,,,"Dear, you're so naive.",,
,,,,,There's nothing wrong with thinking of it as a form of entertainment.,,
,,,3-1-A,III-2,It should go hand-in- hand with love.,,
,,,,,,"If I were in your shoes, I think I would feel a little empty.",
,,,,,,No matter how many times I did it with other people... I think.,
,,,,,Huh? Your sack is empty?,,
,,,,,,M- my heart...! My heart is empty!,
,,,,,I don't get it...,,
,,,,,,What I'm trying to say is... it won't ever be enough.,
,,,,,,Sex just isn't what I'm looking for.,
,,,,,"What are you looking for, then?",,
,,,3-1-B,EB,Maybe I'm too naive.,,
,,,,,,After seeing many people in this industry...,
,,,,,,Maybe I'm indeed being too naive.,
,,,,,"Heehee. It's okay, dear.",,
,,,,,"Y'know, when a naive person like you finally understands the thrill...",,
,,,,,"They lose control, just like a beast.",,
,,,,,I can't wait to see you turn into one.,,
,,,,,,I- I'm sure I won't go that far...,
,,,,,Hehe. We'll see.,,
,,III-2,,,,,
,,,,,I'm kinda amazed that you still haven't laid a finger on me.,,
,,,,,Are you impotent or something?,,
,,,,,,Hey! That's-,
,,,,,,It's because I've made a vow to my wife.,
,,,,,"But she's dead, isn't she? Now's the time to have some fun.",,
,,,,,,"My relationship with Luna was special. No, IS special.",
,,,,,,"Before I met her, every relationship I was in felt bland.",
,,,,,,"They would be fun at first, but only for a little while.",
,,,,,Isn't that the point? To have fun?,,
,,,,,,"With Luna, I felt whole. Even if she wasn't around.",
,,,,,"I don't get the point of that ""wholeness"" feeling.",,
,,,3-2-A,EA,You need to feel it in your heart.,,
,,,,,,It's something that you need to feel.,
,,,,,Feel?,,
,,,,,,"Yes, with your heart.",
,,,,,Hmmm...,,
,,,,,,"Like when someone touches you, your chest feels light.",
,,,,,,It's like you feel safe with them.,
,,,,,... Could I try it with you?,,
,,,3-2-B,EB,It might be hard for you to understand.,,
,,,,,,It might be hard for you to understand...,
,,,,,,Since you've been living like this for a very long time.,
,,,,,Mmhmm...,,
,,,,,,But I think you can still learn how to love.,
,,,,,"I don't knowww, I'm content with how I live.",,
,,,,,,Well that’s OK then. Maybe someday though you'll change your mind.,
,,III-3,,,,,
,,,,,"Hey, what was so good about your wife?",,
,,,,,,Huh? Why so sudden...,
,,,,,"You do this all for the sake of your wife, right?",,
,,,,,,...,
,,,,,"I just don't see why, though.",,
,,,,,What do you do all this for?,,
,,,3-3-A,III-4,I do it for love.,,
,,,,,,I... I do it because I love her.,
,,,,,Love?,,
,,,,,,It gives me hope and it strengthens me through all this.,
,,,,,,I want another chance to make her happy...,
,,,,,,... Since I've failed her before.,
,,,,,"Hmmm... Does ""love"" spice things up in the bedroom?",,
,,,,,,"Uh.. Well not always, but...",
,,,,,,I felt overjoyed whenever I was with her.,
,,,,,Huh... That's interesting.,,
,,,3-3-B,EB,I miss her.,,
,,,,,,It's... because...,
,,,,,,I want to see her smile again...,
,,,,,But you can see anyone's smile.,,
,,,,,They can even show you more than a smile...,,
,,,,,... they can show you faces of ecstasy.,,
,,,,,,I believe such faces are more special when they're from the person you love.,
,,,,,Huh? Let me try smiling for you then.,,
,,,,,...,,
,,,,,... is it working?,,
,,,,,,"(Ugh... Be still, my heart.)",
,,III-4,,,,,
,,,,,...,,
,,,,,,Umm... Lyst? Why did you suddenly grab my hand?,
,,,,,I'm trying to get close to you.,,
,,,,,"You said that ""love"" can Spice things up in bed.",,
,,,,,,I didn't say that-,
,,,,,"So, how is it? Do you love me now?",,
,,,3-4-A,EB,Do you have feelings for me?,,
,,,,,,It's... not that simple.,
,,,,,,These feelings need to grow over time...,
,,,,,"But we've spent a lot of time together, haven't we?",,
,,,,,,Do you even have feelings for me?,
,,,,,Feelings...,,
,,,,,Hehehe.,,
,,,,,,"You just want my body, don't you-",
,,,,,We can start from that.,,
,,,3-4-B,EA,You need to understand.,,
,,,,,,Y- you can't do that to just anyone.,
,,,,,,I know that you don't even love me.,
,,,,,Does that really matter?,,
,,,,,,"For me, yes it does.",
,,,,,,Once you get to experience being in love...,
,,,,,,Maybe you can understand me a little better.,
,,,,,"What would it feel like for me, though?",,
,,,,,,I bet you'd feel fulfilled.,
,,EA,,,She can feel butterflies in her stomach whenever Jake is around.,,
,,,,,This is the first time she's ever felt that way about someone else.,,
,,,,,"Is this the ""love"" that Jake always talks about?",,
,,,,,Lyst's mind is filled only with Jake. There's no more room for other people.,,
,,EB,,,"The more Jake teaches Lyst about love, the more he is intoxicated by her.",,
,,,,,"With Lyst becoming human, Jake is certain that he has completely taken over her heart.",,
,,,,,"How very wrong he is, as Lyst can't be satisfied with only one man.",,
13,Nimue,I-1,,,Nimue,,
,,,,,"Well, well. Humanity has come quite far since last I bequeathed my eyes upon them!",,
,,,,,,What do you mean by that?,
,,,,,Though 'tis fair to call it natural. Your kind were always such sharp innovators.,,
,,,,,To think I once saw you humans struggle in the mud! Ha!,,
,,,,,,... I'm still at loss over what you're saying.,
,,,,,"Huh. I expected brighter lights from the one with the virtue of summoning me, and yet you appear quite dim!Say, I wonder if she still walks among you.",,
,,,,,She? An acquaintance of yours?,,
,,,,,You could say that.,,
,,,,,"Though, if my acquaintance were human, I would be Visiting a grave.",,
,,,,,,Well...,
,,,1-1-A,I-2,Who was she?,,
,,,,,,"So, it was a succubus.",
,,,,,Ah! The light upstairs turns on at last!,,
,,,,,"Her name, good sir, was Yrellea. She was a succubus most impressive, perhaps too impressive for one such as you.",,
,,,,,,(Oof. She doesn't pull any punches. I wonder if this Yrellea is the same.),
,,,,,Hm? Perhaps I have offended you? Your face appears most anguished.,,
,,,,,,"Oh no, not really!",
,,,,,"Ah, then perhaps you thought ill of my acquaintance.",,
,,,,,"No matter, to envy one with her stature is quite natural, I would say!",,
,,,,,,"(Right person, wrong reason.)",
,,,1-1-B,II-2,Why did she go to the Human Realm then?,,
,,,,,,Why would she go to the Human Realm?,
,,,,,"Many reasons had she, our dearest, most enigmatic Yrellea.",,
,,,,,,Which would be?,
,,,,,"Entertain me enough, and you shall learn more of Yrellea soon thereafter!",,
,,,,,"A fair bargain, is it not?",,
,,,,,,Uh...,
,,,,,,"(Well, I shouldn't expect too much from our first encounter.)",
,,,,,"By the way, what seems to trouble you, my good sir?",,
,,,,,Perhaps you are missing one night's full rest?,,
,,,,,,People tell me that all the time.,
,,I-2,,,,,
,,,,,,So where do you think your acquaintance ran off to?,
,,,,,Look no further than where you stand!,,
,,,,,,Here... in this town?!,
,,,,,"Erm... Perhaps not. Truly, I have no way of knowing, but she is in this realm, of this I am certain!",,
,,,,,,Do you have any clues that may help me find this Yrellea?,
,,,,,You are my powerful summoner. Shouldn't you be telling me instead?,,
,,,,,Summoners require an extensive breadth of knowledge about the succubi.,,
,,,,,,I'm afraid I am the last person who could help you find her.,
,,,,,"We are in accord there. You are but a young mortal, after all.",,
,,,,,Surely no human has lived for centuries as she does.,,
,,,,,,Centuries?,
,,,1-2-A,II-3,She's been here that long?,,
,,,,,,So she has been here for that long...,
,,,,,"Ah, but for us my dear summoner, a century is naught but a held breath compared to our lifespan!",,
,,,,,"Though with the technological advancements you humans have made, I am not so sure... er...",,
